249.992;78.1226;15.6254;374.986;78.1212
578.305;156.246;15.6242;687.475;203.121
1093.72;296.866;15.6216;1243.26;312.49
1624.95;421.862;31.2491;1784.07;479.923
2370.44;624.98;31.2512;2627.24;734.354
3191.41;856.595;46.8741;4090.16;1019.76
4025.71;1194.76;46.8733;4696.13;1218.71
4985.87;1437.46;46.8734;6023.36;1518.86
6368.65;1890.57;95.2877;7383.19;1890.56
