483.207;124.996;15.6262;46.8737;109.371
1035.65;265.612;15.6263;78.1206;171.872
1690.26;409.148;31.2506;171.865;365.933
2656.16;656.226;15.6297;234.367;506.62
3599.99;984.343;31.2527;391.425;734.35
4934.61;1280.06;31.2492;484.355;968.717
6291.78;1860.27;46.8798;627.441;1203.08
7946.37;2307.36;46.8744;718.726;1551.69
9677.64;2634.15;78.1237;906.224;1849.04
